name,api_id,root_resource_id,version,api_key_source,created_date,description,minimum_compression_size,policy,policy_std,binary_media_types,endpoint_configuration_types,endpoint_configuration_vpc_endpoint_ids,api_status,api_status_message,disable_execute_api_endpoint,endpoint_access_mode,security_policy,warnings,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx
HealthShareIntegration,g6z2rvr0qj,zm0oio6gal,,HEADER,2020-07-04T13:59:38-03:00,Api para criar a integração com o HealthShare,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,HealthShareIntegration,"[""arn:aws:apigateway:us-east-1::/restapis/g6z2rvr0qj""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
Patient,cbo5wz011i,bpfqi8m45j,2020-06-01T13:54:43Z,HEADER,2020-06-01T13:26:21-03:00,Buscar dados do Paciente,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,Patient,"[""arn:aws:apigateway:us-east-1::/restapis/cbo5wz011i""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
VideoRoomApi,0zwc302am3,cl189rhbgi,,HEADER,2024-05-20T19:32:06-03:00,Envio de sala de vídeo por fluxo alternativo Sales Force,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,"{""hsl:operation:map-at"":""2024-05-21 05:00:36"",""hsl:product"":""cockpit"",""hsl:product:app"":""cockpit"",""hsl:product:env"":""prd"",""hsl:product:nature"":""cockpit"",""map-migrated"":""d-server-02rouei8domo00"",""name"":""VideoRoomApi"",""owner"":""tercmpcmartins""}",VideoRoomApi,"[""arn:aws:apigateway:us-east-1::/restapis/0zwc302am3""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
ClinicalBackground,crx07m664c,qxagy2obxc,2020-05-28T10:19:36Z,HEADER,2020-05-29T19:48:46-03:00,Buscar Antecedentes Clinicos,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,ClinicalBackground,"[""arn:aws:apigateway:us-east-1::/restapis/crx07m664c""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
CID,qhesirpdbk,wcxeagirdj,2020-05-28T10:17:32Z,HEADER,2020-05-29T19:48:13-03:00,Buscar CID,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,CID,"[""arn:aws:apigateway:us-east-1::/restapis/qhesirpdbk""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
Recaptcha,hyd45hyapd,eevurjxmsh,,HEADER,2023-07-18T18:36:16-03:00,,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,Recaptcha,"[""arn:aws:apigateway:us-east-1::/restapis/hyd45hyapd""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
queue-api,h1z32k6bbf,st9jg8vhs4,,HEADER,2023-02-23T19:41:11-03:00,,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,queue-api,"[""arn:aws:apigateway:us-east-1::/restapis/h1z32k6bbf""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
prd-hsl-specialties-business,iyzho6qkvb,945r8g4um0,,HEADER,2023-02-27T17:34:34-03:00,,,,,,"[""EDGE""]",,AVAILABLE,,false,,TLS_1_0,,"{""STAGE"":""prd"",""aws:cloudformation:logical-id"":""ApiGatewayRestApi"",""aws:cloudformation:stack-id"":""arn:aws:cloudformation:us-east-1:978569075048:stack/hsl-specialties-business-prd/ff099880-b6dd-11ed-a8ba-0a597fb1e19d"",""aws:cloudformation:stack-name"":""hsl-specialties-business-prd"",""hsl:operation:map-at"":""2023-02-28 05:00:32"",""map-migrated"":""d-server-02rouei8domo00""}",prd-hsl-specialties-business,"[""arn:aws:apigateway:us-east-1::/restapis/iyzho6qkvb""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
hsl-unmask-data,sfsa5bxnn1,2ok98sl6rd,2021-09-15T21:25:22Z,HEADER,2021-10-14T14:17:17-03:00,,,"{""Statement"":[{""Action"":""execute-api:Invoke"",""Effect"":""Allow"",""Principal"":""*"",""Resource"":""arn:aws:execute-api:us-east-1:304295835706:8u76ctsrq7/*/*/*""}],""Version"":""2012-10-17""}","{""Statement"":[{""Action"":[""execute-api:invoke""],""Effect"":""Allow"",""Principal"":{""AWS"":[""*""]},""Resource"":[""arn:aws:execute-api:us-east-1:304295835706:8u76ctsrq7/*/*/*""]}],""Version"":""2012-10-17""}",,"[""PRIVATE""]",,AVAILABLE,,false,,TLS_1_2,,,hsl-unmask-data,"[""arn:aws:apigateway:us-east-1::/restapis/sfsa5bxnn1""]",aws,us-east-1,308676119841,aws_datalakeprd,"{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
NoShow,ua45vnulkh,tot9jbu69k,,HEADER,2020-09-11T10:41:58-03:00,API Gateway para o projeto No Show,,"{""Statement"":[{""Action"":""*"",""Effect"":""Allow"",""Principal"":{""AWS"":""*""},""Resource"":""arn:aws:execute-api:us-east-1:308676119841:ua45vnulkh/*""}],""Version"":""2012-10-17""}","{""Statement"":[{""Action"":[""*""],""Effect"":""Allow"",""Principal"":{""AWS"":[""*""]},""Resource"":[""arn:aws:execute-api:us-east-1:308676119841:ua45vnulkh/*""]}],""Version"":""2012-10-17""}",,"[""PRIVATE""]","[""vpce-08aa827d0127b2c64""]",AVAILABLE,,false,,TLS_1_2,,,NoShow,"[""arn:aws:apigateway:us-east-1::/restapis/ua45vnulkh""]",aws,us-east-1,308676119841,aws_datalakeprd,"{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
ProcessRisData,h1uhjrhj5h,wp5oridydf,,HEADER,2021-02-01T18:42:49-03:00,API de envio dos dados ris,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,ProcessRisData,"[""arn:aws:apigateway:us-east-1::/restapis/h1uhjrhj5h""]",aws,us-east-1,308676119841,aws_datalakeprd,"{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
data-monitoring,qpp82i2xof,ayy9qg9t6h,,HEADER,2021-05-18T10:51:20-03:00,"API for data monitoring
Squad Dados Clinicos",,"{""Statement"":[{""Action"":""*"",""Effect"":""Allow"",""Principal"":{""AWS"":""*""},""Resource"":""arn:aws:execute-api:us-east-1:308676119841:qpp82i2xof/*""}],""Version"":""2012-10-17""}","{""Statement"":[{""Action"":[""*""],""Effect"":""Allow"",""Principal"":{""AWS"":[""*""]},""Resource"":[""arn:aws:execute-api:us-east-1:308676119841:qpp82i2xof/*""]}],""Version"":""2012-10-17""}",,"[""PRIVATE""]",,AVAILABLE,,false,,TLS_1_2,,,data-monitoring,"[""arn:aws:apigateway:us-east-1::/restapis/qpp82i2xof""]",aws,us-east-1,308676119841,aws_datalakeprd,"{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
